marker,gene,ms_hd_median_diff,ms_vs_hd_diff_wilcox_fdr
9352_86_3,REG3G,0.625037894,0.001850067
7153_66_3,NGRN,-0.409952489,0.038999192
8999_19_3,CEACAM3,0.724727361,2.09e-7
5104_57_3,NCR1,0.569827846,1.24759e-4
7003_4_3,GALNT10,0.219277602,0.034362393
9952_57_3,TFAM,0.693090979,4.45354e-4
4990_87_1,GP1BA,-0.461376056,0.021719653
2666_53_2,DCN,-1.222143499,6.52e-10
9997_12_3,UBXN4,0.515273284,0.00355706
10671_67_3,CALY,-0.627900542,0.007657194
4450_26_2,HNRNPAB,0.608148778,0.002268205
14272_43_3,FBXL4,-1.14621324,1.61e-9
4306_4_2,TKT,-0.81449864,1.23e-7
9723_105_3,MMRN2,1.264443753,1.35e-9
2985_35_1,CXCL1,0.801128264,3.38e-6
10571_14_3,MGAT1,0.397235151,0.003482336
9013_60_3,NTN1,-0.498426809,0.004526326
5460_60_3,DDX19B,0.372655361,0.018191662
7056_16_3,SLC3A2,0.342026683,0.0235
4294_16_2,SPHK1,-0.626682102,0.002055374
2761_49_2,FGF18,-0.589954494,4.47027e-4
2875_15_2,TBP,0.393314784,0.01205611
10531_18_3,NRAS,-0.298053777,0.041330249
13988_67_3,NMRAL1,0.626201026,0.001514229
10354_57_3,STAT3,0.712430279,5.79e-5
9356_20_3,CD40,-0.771024564,3.43e-6
11338_49_3,BLK,0.170217064,0.048904657
6896_3_3,C1orf162,0.670080655,8.87e-5
4924_32_1,MMP1,-0.714405861,0.002084708
10976_44_3,MUC1,-0.295723746,0.038031449
13730_18_3,CTSC,0.589114214,1.34e-5
12844_10_3,BAG4,-0.527691757,0.001688906
3416_2_2,BTK,-0.666619157,4.65e-5
4314_12_2,DCTPP1,0.391125936,0.015405889
6484_11_3,POSTN,0.425046746,0.007272979
5316_54_3,F2,0.372095778,0.016226427
11202_70_3,TBX5,0.492516661,0.00354837
10910_6_3,CEACAM4,0.582998204,3.33454e-4
10785_8_3,LRRC52,0.837714943,2.73e-6
3646_7_4,TEC,-0.446946467,0.029844082
13940_19_3,IFI16,0.913440835,7.95e-6
8287_17_3,CD300E,0.443840212,0.015273639
2447_7_4,PLA2G2E,-0.73453746,7.91561e-4
9063_9_3,APOA5,-0.713217608,5.69e-6
12893_159_3,IFI16,0.484159131,0.007771651
3613_62_1,FCN1,-0.620446519,0.001627272
14634_13_3,LHCGR,-0.589276362,7.94423e-4
2857_70_2,NR3C1,-0.742593408,2.70506e-4
5011_11_1,NAMPT,0.542981045,0.021557008
8393_121_3,CTSF,-0.412027358,0.00784389
12477_42_3,TSN,1.1022454800000001,9.5e-5
14260_112_3,NET1,-0.411610396,0.004574718
11661_11_3,NLRP1,-0.766087138,4.36e-4
12414_31_3,YWHAB,0.59070501,0.00239707
11480_1_3,ALDH3A1,-0.634803558,8.33e-8
11459_81_3,ELL,0.46138463,0.032497111
8340_9_3,DEFB110,-0.707155553,6.68639e-4
11368_32_3,AK2,0.381953034,0.027902664
8042_88_3,SPINK9,-0.819037378,1.48e-9
10631_9_3,PGRMC2,0.857608007,8.31e-7
11629_36_3,TRAF4,-0.830037565,8.55e-6
6408_2_3,INHBC,0.475638609,0.0212
3361_26_2,CD207,-1.121482039,3.54e-8
6256_9_3,LY6G6C,0.437824887,0.011322799
7873_32_3,TSSK2,0.606141997,0.010817787
9254_18_3,FCER1A,0.640064212,0.00804
8790_6_3,ARSA,0.983409251,3.1e-6
6379_62_3,ADAMTSL2,-0.685457118,7.33e-5
3518_54_2,CPB2,0.34338985,0.0292
12633_3_3,PTPN9,0.441631418,0.00739348
8978_30_3,MAP4K3,-0.421931048,0.002031526
3168_8_2,ADAMTS5,-0.821208849,1.55e-7
2877_3_1,UBE2I,0.577686828,0.005268466
7823_22_3,ST6GALNAC2,-0.519003723,0.001128576
12668_7_3,VPS4B,0.577471939,1.88e-5
12030_82_3,DES,0.769826153,5.79e-5
4859_6_1,BMPR1A,-0.44646522,0.0228
9955_40_3,RNF148,-0.422395001,0.002144782
2838_53_1,MMP17,-0.335493269,0.005163384
13126_52_3,DSC2,0.72594025,4.92e-7
9490_3_3,C4orf32,0.793473289,5.41e-6
8261_51_3,STOM,0.567837326,2.8868e-4
9176_3_3,MUC1,0.928015732,1.4e-8
8485_7_3,KEAP1,0.798275494,3.43e-5
5666_64_3,IL1R2,0.349490258,0.028446898
13056_18_3,SLC6A16,-0.606792309,0.005481872
13929_27_3,CROT,0.545187186,0.01236143
12508_9_3,VPS24,0.435568082,0.002733111
6604_59_3,NDNF,-0.365086284,0.043861348
11593_21_3,CXCL9,-0.150671195,0.002925589
12575_30_3,MTHFD1,-0.464628176,0.010772036
11342_59_3,PLXDC2,-0.533573464,4.67179e-4
11333_82_3,ARHGAP25,0.553249945,0.003098323
11681_8_3,AGFG1,0.315334782,0.034877205
10659_49_3,MUC4,-0.57067294,9.98e-5
8023_23_3,KCNJ11,-0.524167933,0.005015405
11422_2_3,DLX3,-0.714282441,3.82e-5
8889_5_3,CCPG1,-0.519595257,3.6868e-4
5651_50_3,PSG7,-0.460485454,7.23217e-4
12033_3_3,BUB1,-0.211071605,0.038534525
2247_20_11,PROK1,-0.931022417,1.28e-5
9921_14_3,FBXL4,-0.441556175,0.024260523
10738_11_3,FBLN5,0.494517162,0.008057289
3394_81_2,PLK1,-0.540580001,6.84e-4
2614_28_2,EFNA4,1.264183876,3.06e-8
13493_5_3,GRID1,0.725856781,5.06e-4
4128_27_2,CCL24,-0.260553571,0.019880929
12389_4_3,ORC6L,0.532571552,0.00393229
13536_56_3,POLI,-0.427689222,0.018066139
4452_9_2,LRRTM1,-1.263218514,3.37e-8
14082_56_3,TLN2,0.52991547,5.26429e-4
13723_6_3,IL10,0.827480231,0.001482738
8339_72_3,GRP,-0.878828577,1.04e-6
7801_30_3,FAM107B,-0.497952067,0.003439585
11646_4_3,CHST9,0.35283195,0.038865008
9497_3_3,SMDT1,-0.805588927,5.80788e-4
2599_51_2,TNFSF9,-0.591759933,0.004343017
13954_9_3,GNPNAT1,0.447643764,0.040029558
6649_51_3,NTN1,-0.495968468,0.008590402
8955_60_3,GLT8D1,-0.833852471,2.56e-7
3201_49_2,KLK5,-0.459550656,0.004238285
12368_18_3,KAT2B,-0.481952747,0.00188
8818_13_3,IFNGR2,-0.386975169,0.005632844
11534_6_3,LRIT3,-0.66964737,0.00235
11303_7_3,SAMHD1,1.024412129,1.06e-7
6546_41_3,DKK2,-0.77257735,0.00625
8785_1_3,ARMC5,0.440504672,0.002437232
5201_50_4,PDE9A,1.056335134,6.15e-10
12975_11_3,KRT20,0.795868307,0.00136139
12963_1_3,GPR107,-0.374366321,0.001156359
12815_9_3,IARS,0.501625643,6.73224e-4
7788_1_3,ATP5J,0.785135565,6.87e-6
9457_3_3,CAV2,0.745567143,1.71487e-4
11566_48_3,KRT72,-0.876699361,3.07e-6
5668_49_3,AGR3,0.482706445,0.00871
4911_49_2,GSTP1,0.434174028,0.001483061
8587_21_3,SPINK14,0.85182633,3.19e-5
11817_1_3,RPS6KB1,-0.637595594,7.47473e-4
2760_2_2,FAM107A,-0.442691629,0.00203
8093_13_3,KIAA1161,-0.588189034,8.49366e-4
7076_17_4,ECEL1,0.41883208,0.038954412
3364_76_2,CTSV,-0.612582046,1.27e-6
14031_18_3,FGF7,-1.079152635,6.2e-6
12471_47_3,STAU1,-0.540296991,0.001383058
12493_42_3,OTUB2,0.77739392,6.49543e-4
9951_36_3,FBXL4,0.505288567,0.043
12491_23_3,CLIC4,0.561597706,0.01236143
12861_13_3,TMOD3,1.250048184,4.2e-8
7826_1_3,DCLK3,0.516352702,0.0389
4775_34_3,GSN,0.735456135,3.67327e-4
13985_12_3,SMURF2,-0.489432063,0.006031123
7959_34_3,CDH7,-0.883818093,2.63e-7
5660_51_3,SOD3,-0.370518394,0.00185
9764_79_3,HNRNPF,0.693205322,0.003682288
9840_2_3,CDC42,-0.484248312,0.004437552
9070_1_3,C17orf67,-0.337532045,0.046569583
6969_14_3,WFDC5,-0.556765415,0.004830261
12934_1_3,HERC5,0.656089783,2.12453e-4
8272_22_3,HSD17B7,0.429866804,0.043002623
5604_30_3,HPSE,-0.385264165,0.036646799
8923_94_3,GALNT16,-0.552416258,5.13121e-4
9360_33_3,EDIL3,-0.492758946,7.01096e-4
5328_33_37,EGFR,-0.404995393,0.002839145
5031_10_1,SPTAN1,-0.271613108,0.039368167
4545_53_3,DNAJC19,-0.466264035,0.023047526
8951_162_3,CSPG4,0.367942129,0.035522381
9050_170_3,RSRP1,-0.580155546,0.002377718
8263_64_3,TYMSOS,0.843833717,4.21e-5
8269_327_3,ARSK,-0.41290432,0.023185822
8814_33_3,PSAPL1,-0.411832791,0.02515315
2794_60_2,SOD1,1.503623595,4.92e-11
5013_2_1,CLIC1,0.495510863,0.009482309
7125_4_3,RIC3,0.624088683,5.68141e-4
11200_52_3,CD93,-0.424311918,0.007920431
3538_26_1,DDC,-0.542723362,2.0967e-4
7092_7_3,PDILT,0.590262022,8.37208e-4
4124_24_2,HSPA1A,0.701080394,2.85e-5
2993_1_2,IL18RAP,-0.324956933,0.009451309
12616_45_3,NRBP1,0.420962015,0.0123
4563_61_2,PLCG1,0.755849621,2.64499e-4
13484_69_3,COL1A1,-0.4741777,6.59161e-4
9532_5_3,WBP1L,0.606168725,7.9e-5
8982_65_3,THBS3,-1.087909027,4.61e-5
3837_6_2,ZAP70,0.328172791,0.010432152
5858_6_5,YWHAZ,0.675067272,1.47e-5
3622_33_4,LGMN,-1.189759385,1.54e-12
9793_145_3,IGDCC4,0.432445209,0.02
12786_61_3,GPCPD1,1.004210952,4.07e-9
10464_6_3,ANTXR1,-0.746225711,0.00115425
3591_51_3,CDH6,-0.359474033,0.037362239
6609_22_3,CNP,-0.716446054,1.39e-5
3348_49_2,BMP1,-1.084725107,6.98e-8
7197_2_3,DNAJC15,-0.510522467,2.68325e-4
5526_53_3,TNFRSF18,0.463424532,0.011293836
10396_6_3,MCL1,0.510887675,4.168e-4
6925_26_3,SNX8,-0.373313951,0.01136012
8091_16_3,MASP1,-0.827307306,4.36e-6
3313_21_2,FCN2,-0.368989626,0.015412583
8927_6_3,C7orf73,1.308128558,4.76e-12
13673_21_3,CCT7,-0.331343519,0.033406674
14008_22_3,DCP1A,-0.277285445,0.046915436
12771_19_3,ZNF180,-1.008619971,1.55e-7
13634_209_3,PIR,-0.418006315,0.022651271
9090_9_3,SYTL4,-0.871780639,1.77e-5
14619_8_3,ZNF526,0.785252563,5.75e-6
2734_49_4,NCR2,-1.109558638,8.33e-8
7851_30_3,ANKRD46,0.195965671,0.024052159
9061_3_3,ARHGEF10,-0.611461284,0.001097343
12612_37_3,PSMB1,0.64865991,0.009865177
11699_16_3,PTP4A2,0.42207002,0.017941235
2500_2_3,ANGPT4,-0.713073544,1.83e-5
10372_18_3,STAT6,-0.380662905,0.019243648
5882_34_2,EEF1B2,-0.803234319,2e-4
5903_91_2,HSPA8,0.537888206,0.00354837
14205_6_3,HEXIM2,-0.446156325,0.0173
10576_7_3,PLXDC2,0.482987735,0.00447642
3059_50_2,TNFSF13B,1.039377413,6.39e-7
12853_112_3,TMOD2,0.783504031,6.12e-5
9307_3_3,LYPD3,1.372770149,3.49e-13
8956_96_3,SCARF2,0.455210159,0.024774527
8952_65_3,CSF3,0.739294225,6.62e-6
13590_1_3,REXO2,0.443516737,0.001767428
11912_45_3,C11orf87,-0.60753401,7.07039e-4
6238_55_3,PSG8,-0.599084895,0.00294
11358_15_3,GRB10,-0.55513385,0.001311926
6464_40_3,PVRIG,-0.423377003,0.00707836
10058_1_3,RAD23A,0.369178561,0.009581215
5103_30_3,CD200R1,0.539530688,0.001782199
7891_45_3,UGT1A6,-0.600464322,0.007612701
13422_66_3,ENOX2,0.563793672,3.7e-5
9100_32_3,C5orf46,0.758147108,1.8e-5
13384_110_3,FH,0.792222595,1.52302e-4
14178_18_3,CDKN3,-0.428366702,0.014608684
3440_7_2,GZMA,0.814213812,1.31e-6
4556_10_2,IL34,-0.57894842,0.001254677
5676_54_3,ASIP,-0.487655402,0.001563911
11159_14_3,MUL1,-0.763658907,1.04e-5
8748_45_3,CD74,0.469654026,0.004919215
5228_25_2,KIF23,0.727142503,1.15e-5
13994_1_3,FBL,-0.378543021,0.007865473
3363_31_4,CSK,-0.387225644,0.025989838
12457_10_3,ADI1,0.316841047,0.028214404
12756_3_3,BACH2,0.992672489,1.13e-6
8589_13_3,CDCP1,0.359245913,0.036389241
5099_14_3,LAG3,0.696398293,0.00356
4923_79_1,AMH,0.696258344,3.69e-4
12374_8_3,PAFAH1B3,-0.526460308,0.008314482
5611_56_3,DEFB108B,0.420772728,0.014345691
12718_43_3,PIN4,0.363213893,0.030619027
7939_1_3,PQLC2L,0.599008917,0.021097731
8450_36_3,ADCYAP1,-1.03321596,3.64e-7
11370_20_3,INPP5E,-0.763687085,3.33e-7
6263_77_3,PLTP,0.942165805,2.56e-8
11354_21_3,PLCB1,-0.298880938,0.0304
10882_12_3,DSC1,0.798261691,4.94e-5
14156_33_3,YWHAB,0.615694357,0.002146375
5682_13_3,VASN,0.51081236,0.005514787
9068_17_3,JAKMIP3,1.104904668,1.22e-6
3798_71_1,CA9,-0.549270093,0.001045838
13485_20_3,TMEM87B,-0.95477402200000006,2.04e-7
10638_1_3,TINF2,0.531109804,0.002716005
14227_21_3,MYL6B,1.101978919,1.22e-9
12522_6_3,RAD23B,0.362210085,0.014612594
10382_1_3,ANGPTL3,0.367401171,0.040008981
7145_1_3,ITIH3,-0.749848172,7.42e-5
8347_222_3,DEFB129,-0.498450214,3.27606e-4
4929_55_1,SHBG,0.456599049,0.00967
12428_2_3,LYPLAL1,0.360986846,0.011596195
9468_8_3,LMAN2,0.302294762,0.0177
8984_28_3,LRCH4,-0.877520568,2.45e-5
7638_30_3,LMAN2,0.404412494,0.00793
8044_90_3,XG,-0.421694847,0.027426873
9877_28_3,CRKL,0.761957074,1.6e-6
3815_14_1,IL12RB2,0.465946846,0.0083
7007_24_3,TRAPPC4,-0.373603453,0.003654757
7128_9_3,VWA2,-0.611174491,0.013277498
14169_66_3,TXNL4B,0.605891071,0.033927056
10713_151_3,CD300LB,-0.703877158,1.44e-5
13088_397_3,BTC,-0.624354242,0.00272
7796_10_3,CD79A,0.60082596,4.95e-5
9842_2_3,CTNNB1,0.432445998,0.048891608
5178_5_3,PDE7A,-0.374477843,0.04073539
8079_39_3,EID3,0.546294132,0.0298
10723_41_3,WDR1,-0.649346684,1.31e-4
12945_33_3,RAB18,1.117004054,7.17e-6
6955_68_3,SNX1,0.927715863,9.55e-6
8260_13_3,PDZK1IP1,0.395218644,0.00945
2833_20_1,KLK4,-0.661482228,1.12512e-4
3452_17_2,LCK,-0.707677336,0.003707835
10432_3_3,KIAA1644,-0.388287421,0.00187375
6366_38_3,TXNDC15,0.669094399,6.89474e-4
9385_4_3,GAA,-0.434030624,0.002463402
4165_2_1,TG,-0.538775399,0.001411499
8991_115_3,FCRL4,-0.842435806,1.22e-6
13428_52_3,ZNRF3,-0.384160095,0.014690412
8484_24_3,LEP,-0.286119185,0.0264
14063_17_3,OSM,-0.377844515,0.004066108
13653_335_3,MACROD1,0.998238792,2.6e-5
13023_8_3,ASPRV1,-0.544834833,0.012261513
8055_33_3,DGCR2,-0.795075016,1.69e-5
13574_50_3,RND1,0.445927426,0.003491497
9055_81_3,MYZAP,-0.883580763,5.49e-6
5650_9_3,PDIA6,0.380801233,0.027764296
9834_62_3,ADH1B,0.487713929,0.00201216
4464_10_2,SIGLEC1,-0.506892186,0.001929228
8690_25_3,CAV3,-0.511526798,0.001693261
4771_10_3,SMPDL3A,-0.762210932,7.77e-6
11155_16_3,COL6A5,0.43437513,5.1752e-4
10516_53_3,ITM2A,-1.130328259,8.65e-7
8043_153_3,COMP,-0.686428117,2.41883e-4
9045_3_3,SLC27A2,0.554611343,7.17185e-4
10575_31_3,PUF60,0.265227876,0.039797455
7084_1_3,DRAXIN,0.303105021,0.00963
11098_1_3,PDXK,-0.47716186,0.024693067
11105_171_3,ENO1,-0.446971901,0.002048544
10705_14_3,ST6GALNAC3,-0.692934039,0.002422058
7048_4_3,CEACAM19,0.244696042,0.003183428
6227_1_3,KLK10,-0.492741385,0.00194
3342_76_4,ABL2,-0.717398325,6.33e-5
4906_35_1,F5,-0.644716268,3.86e-6
9768_5_3,IL10RA,0.573157221,0.003396398
5230_99_3,HMGCR,-0.673097781,0.001387425
3447_64_2,CXCL8,0.848916561,2.06e-7
6957_14_3,PNLIPRP2,0.321089066,0.020635059
12466_7_3,HNRNPA1,0.728051023,7.30815e-4
11351_233_3,NHEJ1,-0.647367169,6.86e-5
2906_55_3,IL4,-0.52019502,0.006434439
9831_12_3,G3BP2,1.190346354,1.03e-7
9905_8_3,CEP57,-0.78201962,0.00838
11851_21_3,TREM2,1.604929698,8.55e-15
9173_21_3,PGM1,0.805542473,4.45e-6
6577_64_3,LAMA4,-0.522031768,2.21333e-4
12391_27_3,PDZD7,0.36520707,0.048239521
12750_9_3,ITGB2,0.852229836,1.07444e-4
5755_29_3,GIP,-0.027407324,0.02622678
3852_19_2,DNAJB1,-0.583163991,0.020045198
5746_37_3,EFNB1,0.84846295,1.67e-7
5125_6_3,SIGLEC14,-0.322331424,0.012364457
3797_1_1,CDH2,0.508116846,2.49417e-4
10453_7_3,CEACAM20,-0.508437801,0.009891055
6119_14_3,MAMDC2,-0.414459926,0.036791263
13513_174_3,PIAS3,-0.483213897,0.042046471
7104_71_3,CABP7,0.47375452,0.006935114
13236_25_3,WNT3A,-0.799862301,1.43e-5
5870_23_2,BAD,0.21875056,0.048228625
6502_50_3,CRIM1,-0.88842356200000006,1.25e-4
12822_34_3,APBB1,0.981873464,1.83e-5
7847_66_3,TAC3,0.298784315,0.025439014
10658_28_3,SEC11C,0.408428261,0.011869937
6447_73_3,PTX3,0.788978818,1.69e-4
9401_57_3,TRABD2A,-0.823918154,7.24e-7
8060_7_3,NRG2,-0.39293811,0.041456253
3800_71_2,CKB,0.789612397,2.72e-5
8355_80_3,ISM1,0.436139295,0.003748873
3122_6_2,DIABLO,-0.45215122,0.00300114
10852_114_3,HNRNPDL,0.702686358,0.002144782
3728_52_2,SCT,-0.825138356,3.71e-5
7732_45_3,VAMP4,-0.619727698,0.001718092
9002_36_3,SERPINA11,-0.833046497,4.92e-5
11381_56_3,PRPS1,-0.631822566,0.001375296
10901_334_3,ITM2C,-0.822339857,6.72e-6
12651_21_3,PDK2,0.218506885,0.033119134
5021_13_1,PPA1,0.774334469,4.91066e-4
7070_25_4,KEL,-0.507165602,0.007611072
11649_3_3,SMAP1,1.034079273,3.51e-6
5351_52_3,HNRNPA2B1,0.675209827,0.00109885
14098_28_3,CARS,0.552027464,7.71898e-4
4140_3_2,IL7,-0.78268698,4.56e-6
14633_26_3,TMEM185A,0.697928293,1.15e-5
8255_34_3,MRVI1,0.559748851,0.006829753
7894_155_3,FGF3,-0.510579769,1.73626e-4
13587_10_3,RACGAP1,0.878334118,3.94e-7
7948_129_3,GLTPD2,-0.572861034,0.00354837
6470_19_3,FBLN1,-0.35869143,6.12e-4
12814_17_3,RNPC3,0.689961303,2.46e-5
11653_69_3,SLC6A9,-0.688917937,2.36509e-4
3607_71_1,DKK3,-0.519551496,0.00567
13512_28_3,HNRNPR,0.407047124,0.009591821
9594_30_3,SLC30A5,0.590291388,0.003803043
8085_10_3,FCRL2,0.679368589,2.34185e-4
10491_21_3,M6PR,0.615939803,7.96e-7
9942_2_3,NXT1,1.320193712,3.13e-9
13711_10_3,CLTC,0.588712811,7.07039e-4
12373_73_3,TRA2B,0.860494217,9.36e-5
9745_20_3,EIF4E2,0.511148937,0.003290847
3432_21_2,EPHA3,-0.571954197,9.24e-4
2986_49_2,CXCL3,-0.236321562,0.022443980999999998
3073_51_2,IL18BP,0.995404021,4.6e-8
5481_16_3,RASA1,0.400290869,0.040029558
11252_30_3,LRCH4,0.795240849,3.72e-9
10933_107_3,CALN1,0.298902188,0.035265763
11103_24_3,HSPB1,0.490831326,0.026237876
3520_58_1,TGFB3,-0.370571439,0.0167
11513_92_3,CD38,0.233704577,0.00802165
14116_129_3,S100A4,0.877157177,1.16e-6
7951_146_3,FCRL2,-0.387940729,0.002522706
5885_55_3,EIF4H,0.61157949,0.003102398
11161_5_3,SPG20,0.561299096,0.008728468
11860_3_3,CLPB,0.589042852,0.008725727
7144_234_3,KAZALD1,-0.480299715,0.001514229
4706_17_2,EPB41,-0.690926013,0.003290847
9815_5_3,ARHGAP1,0.904137288,3.5e-7
6257_56_3,CGREF1,-0.497381964,4.19603e-4
5707_55_3,ELK3,0.382544391,0.0208
6380_23_3,ICT1,-0.592223453,0.001813552
11444_49_3,POLR3F,-0.468537869,0.018301636
13453_2_3,MRPL33,0.493566754,0.010206173
6342_10_3,NPNT,-0.861023705,2.74935e-4
12862_14_3,NEDD9,0.357517213,0.01221499
5017_19_1,PRDX5,-0.586917301,7.30815e-4
2182_54_1,C4B,0.883341978,2.69e-8
9864_38_3,TTC1,-0.323707841,0.039159024
12018_84_3,TPK1,0.554147329,6.01231e-4
8389_8_3,LRRC74A,0.874908774,8.22e-7
2870_29_2,RAC1,-0.930485412,1.55e-7
8765_23_3,EFNB2,-1.078460538,5.87e-7
12490_92_3,LAMTOR3,0.530130811,0.007920431
11173_29_3,MILR1,0.478107072,0.004640075
3474_19_2,THBS1,-0.442562189,0.031889119
5723_4_3,INSL3,0.57850603,0.003797101
4245_80_2,MDM2,-0.422379056,5.85893e-4
7981_230_3,B3GALT6,0.686242204,3.04e-5
13230_174_3,NA,-0.715066868,3.37253e-4
5462_62_3,FCN3,-0.542164367,0.002391181
11614_29_3,ERH,0.501651823,0.008590402
10416_79_3,MT1F,0.780026978,3.16e-5
10580_14_3,SFTA2,-0.605581616,0.007487549
14115_34_3,ADM,0.784970669,1.33882e-4
9543_131_3,COG8,0.294347557,0.007505098
12693_2_3,SH3BGRL,0.618053956,5.89e-5
9513_9_3,FGF22,-0.518979672,0.014513395
6547_83_3,TMPRSS11D,0.496412673,0.004443986
12408_333_3,RAB22A,-0.950873228,3.37e-8
7960_53_3,POTEG,-0.336888998,0.002041819
3397_7_4,PTPN11,0.27335125,0.018689447
12818_159_3,SLC14A2,0.420122286,0.040300713
13097_11_3,BCL2L2,0.495348362,9.27e-5
5242_37_3,MAP2K4,0.595644854,7.91561e-4
8041_5_3,FNDC5,0.508349967,0.00204
6407_63_3,LAD1,-0.800854778,7.29e-7
12348_46_3,SARS2,0.689888414,0.005744807
5247_17_4,PPIA,0.626424275,0.006052726
13025_4_3,FRS2,0.367785375,0.022651271
10064_12_3,RBBP9,1.085238291,4.05e-7
14186_13_3,RFFL,0.589168872,0.001816105
5114_65_3,PRLR,-0.809425409,2.06e-5
8660_33_3,OLFML3,0.724075254,2.12453e-4
14009_65_3,TNFAIP3,0.820829746,4.63e-6
11430_49_3,DTX1,-0.791536942,3.76353e-4
7713_50_3,FMR1,-0.641212158,2.2524e-4
10361_25_3,OAS1,-0.383802313,0.039265242
6453_70_3,LILRB4,-0.579178683,3.84e-4
7136_107_3,HBE1,0.367915542,0.01178074
14645_253_3,GSTA4,0.602990299,3.55509e-4
4957_1_2,RPSA,0.460748726,0.009867055
7810_20_3,C1QTNF5,-1.092066064,4.77e-9
13942_140_3,SPSB1,-0.265697446,0.032708502
10663_42_3,INSIG1,-0.330319724,0.00727
4134_4_2,HBEGF,-1.004355517,1.64e-6
9032_30_3,ROS1,0.617811586,0.002449276
14078_69_3,XCL1,0.69375265,1.07e-5
12469_19_3,MAPRE1,0.917295006,3.01e-7
4428_1_2,CHST2,-0.329610602,0.022698603
12653_13_3,CSNK1G2,-0.471950098,0.039914432
6104_1_3,FGFRL1,0.514786848,1.94836e-4
5729_27_3,SOST,-0.843192626,1.08e-5
10938_13_3,CD58,0.645515127,4.61771e-4
12334_25_3,SHMT1,-0.495646373,0.005261351
13387_55_3,EHF,-0.475397653,0.00172
5358_3_3,OMD,0.417743675,0.021097731
10710_23_3,ZPBP2,-0.454079804,0.003735688
8390_25_3,COX7A1,-1.220998082,1.44e-10
3848_14_2,GAPDH,-0.356180081,0.006100548
11405_150_3,CARD9,0.448880544,3.96048e-4
14495_161_3,GDF11,-0.40659951,0.00461
8429_16_3,AXIN2,1.25529724,1.39e-6
12813_18_3,EHBP1,0.680715362,0.029689954
13441_30_3,DIXDC1,0.2586888,0.022651271
5437_63_3,FABP3,0.712441637,1.28e-5
13605_16_3,ANXA10,0.552771838,0.015731048
6387_61_3,DEFA5,-0.669326029,8.09493e-4
8097_77_3,LIPN,-0.471050043,0.038299083
2753_2_2,C1QB,0.587299122,2.48806e-4
10589_7_3,RAET1L,-0.535726636,0.00772046
12644_63_3,ADSS,0.363146272,0.015584505
11425_31_3,RUFY1,0.489325543,0.001074696
3808_76_2,FGFR2,-0.671559044,7.79e-5
11231_12_3,FDX1L,-0.81266983,4.92e-7
10959_125_3,BET1L,-0.468258556,0.039132121
3044_3_2,CCL18,-0.641711771,4.17e-7
11144_10_3,DEFB116,-0.352252757,0.04402374
8307_47_3,C11orf68,0.268511652,0.015279133
12980_31_3,RBM22,-0.576079928,0.00858
6941_11_3,SUMF1,0.335492564,0.006711217
14005_2_3,CHD7,-0.577703952,0.005646824
11170_9_3,FLNA,-1.009792413,3.47e-6
9841_197_3,PAICS,0.484782542,8.41541e-4
9380_2_3,PLA2G12B,0.566419446,9.73e-5
8066_38_3,SYT9,-0.640897753,0.008934679
8997_4_3,NPTXR,-0.887887562,5.49e-6
11562_9_3,POLE2,-0.429301667,0.016166138
8858_21_3,BATF3,-0.708144283,0.003259093
14587_16_3,GDF11,0.495750785,0.00151
5256_86_3,PDE5A,0.941104927,8.32e-7
12562_1_3,PKN1,0.501596294,0.011805723
12423_38_3,A1CF,0.765153505,1.08e-5
9242_11_3,BTC,-0.179184726,0.037413463
9372_157_3,MPZL2,0.646931143,0.001762265
10872_103_3,SCARA3,0.539466346,0.001197679
9753_17_3,EZR,0.284877536,0.033273304
3187_52_2,CRISP3,-0.685805509,0.00967
8064_125_3,PVR,0.546868383,0.016613093
5139_32_3,UNC5C,-0.260826324,0.0405
8040_9_3,LEMD1,0.788718823,2.5e-6
3055_54_2,IL4R,-0.753010842,1.44e-5
13043_157_3,ATAD2,-0.691265673,0.001290019
2945_25_1,ESR1,-0.538969365,0.027143334
8969_49_3,CD14,1.070414191,1.12e-12
12876_39_3,SPEF1,-0.759499179,3.01e-7
7773_20_3,KIR2DL2,0.630372001,8.27e-6
4420_7_2,ADAM12,0.346918551,0.005458223
5751_14_3,LETMD1,-0.878908615,1.77e-6
14023_84_3,IBSP,0.543799423,0.002687586
5752_63_3,SUSD3,-0.797151524,1.00374e-4
3730_81_2,TNFRSF4,0.340296435,0.0235
4179_57_3,YWHAB,0.664815476,3.76e-5
14674_63_3,PACSIN3,-0.433250056,0.034879816
13375_48_3,SYNGR3,-0.508063216,0.034096035
7880_9_3,PSMA1,0.497790531,8.16666e-4
8824_2_3,PSMD1,-0.533508339,0.001610599
9271_101_3,STIM1,0.455855616,0.002613096
5581_28_3,FGL1,-0.501331441,0.013261425
7122_31_3,LGR5,-0.680360271,6.36291e-4
2597_8_3,VEGFA,-1.090135556,2.27e-7
10451_11_3,NUCB1,-0.442681338,0.001802656
10876_300_3,BRAT1,0.664499772,3.76813e-4
13583_19_3,APAF1,0.230795922,0.02041094
4883_56_2,INS,0.335946808,0.042944157
9508_104_3,COLQ,-0.753830299,2.1e-6
4145_58_2,NTF3,-0.807302361,7.73e-6
13622_16_3,PPP2R5A,0.690563783,5.42e-5
11223_1_3,TMEM154,-0.699631038,1.88e-5
7881_244_3,PARP16,0.482719352,3.93727e-4
